Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
455,James Tarkowski,eng ENG,DF,Burnley,25,1992,35,35,3086,34.3,3,1,4,3,0,0,8,0,3.3,3.3,0.3,3.6,4,105,6,0.09,0.03,0.12,0.09,0.12,0.10,0.01,0.11,0.10,0.11,Matches,2018-2019
456,Charlie Taylor,eng ENG,DF,Burnley,24,1993,38,35,3243,36.0,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,93,97,94,0.00,0.03,0.03,0.00,0.03,0.00,0.04,0.05,0.00,0.05,Matches,2018-2019
457,Youri Tielemans,be BEL,MF,Leicester City,21,1997,13,13,1086,12.1,3,4,7,3,0,0,2,0,1.8,1.8,2.5,4.3,24,85,53,0.25,0.33,0.58,0.25,0.58,0.15,0.21,0.36,0.15,0.36,Matches,2018-2019
458,James Tomkins,eng ENG,DF,Crystal Palace,29,1989,29,29,2560,28.4,1,1,2,1,0,0,5,0,1.4,1.4,0.9,2.4,4,50,4,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,Matches,2018-2019
459,Lucas Torreira,uy URU,MF,Arsenal,22,1996,34,24,2382,26.5,2,2,4,2,0,0,7,1,1.5,1.5,1.2,2.7,28,140,35,0.08,0.08,0.15,0.08,0.15,0.06,0.04,0.10,0.06,0.10,Matches,2018-2019
460,Cenk Tosun,tr TUR,FW,Everton,27,1991,25,10,1059,11.8,3,3,6,3,0,0,3,0,5.0,5.0,0.9,5.9,11,16,90,0.25,0.25,0.51,0.25,0.51,0.43,0.07,0.50,0.43,0.50,Matches,2018-2019
461,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,27,1991,38,34,3009,33.4,6,4,10,6,0,0,1,0,4.6,4.6,3.6,8.3,144,106,280,0.18,0.12,0.30,0.18,0.30,0.14,0.11,0.25,0.14,0.25,Matches,2018-2019
462,Adama Traoré,es ESP,"FW,MF",Wolves,22,1996,29,8,902,10.0,1,1,2,1,0,0,1,0,1.3,1.3,2.2,3.5,82,31,61,0.10,0.10,0.20,0.10,0.20,0.13,0.22,0.35,0.13,0.35,Matches,2018-2019
463,Mark Travers,ie IRL,GK,Bournemouth,19,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
464,Kieran Trippier,eng ENG,DF,Tottenham,27,1990,27,26,2276,25.3,1,3,4,1,0,0,2,0,0.5,0.5,4.1,4.6,40,179,200,0.04,0.12,0.16,0.04,0.16,0.02,0.16,0.18,0.02,0.18,Matches,2018-2019
465,Antonio Valencia,ec ECU,DF,Manchester Utd,32,1985,6,5,466,5.2,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.5,18,25,21,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches,2018-2019
466,Yan Valery,tn TUN,DF,Southampton,19,1999,23,20,1712,19.0,2,1,3,2,0,0,4,1,0.7,0.7,0.2,0.9,54,33,77,0.11,0.05,0.16,0.11,0.16,0.04,0.01,0.05,0.04,0.05,Matches,2018-2019
467,Virgil van Dijk,nl NED,DF,Liverpool,27,1991,38,38,3384,37.6,4,2,6,4,0,0,1,0,3.1,3.1,1.4,4.6,20,174,20,0.11,0.05,0.16,0.11,0.16,0.08,0.04,0.12,0.08,0.12,Matches,2018-2019
468,Jamie Vardy,eng ENG,FW,Leicester City,31,1987,34,30,2726,30.3,18,4,22,14,4,5,3,1,18.3,14.4,5.1,19.5,45,39,186,0.59,0.13,0.73,0.46,0.59,0.60,0.17,0.77,0.47,0.64,Matches,2018-2019
469,Jan Vertonghen,be BEL,DF,Tottenham,31,1987,22,22,1911,21.2,1,0,1,1,0,0,5,2,1.0,1.0,0.2,1.3,27,121,24,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019
470,Jannik Vestergaard,dk DEN,DF,Southampton,25,1992,23,23,2027,22.5,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.3,14,62,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,2018-2019
471,Luciano Vietto,ar ARG,"FW,MF",Fulham,24,1993,20,10,986,11.0,1,4,5,1,0,0,1,0,2.9,2.9,2.1,5.0,33,35,107,0.09,0.37,0.46,0.09,0.46,0.27,0.20,0.46,0.27,0.46,Matches,2018-2019
472,Rúben Vinagre,pt POR,"DF,MF",Wolves,19,1999,17,7,710,7.9,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.2,45,22,63,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches,2018-2019
473,Sam Vokes,wls WAL,FW,Burnley,28,1989,20,10,915,10.2,3,0,3,3,0,0,0,0,2.4,2.4,1.3,3.6,3,15,55,0.30,0.00,0.30,0.30,0.30,0.23,0.12,0.36,0.23,0.36,Matches,2018-2019
474,Michel Vorm,nl NED,GK,Tottenham,34,1983,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
475,Matěj Vydra,cz CZE,FW,Burnley,26,1992,13,3,318,3.5,1,1,2,1,0,0,1,0,1.8,1.8,0.5,2.3,3,3,15,0.28,0.28,0.57,0.28,0.57,0.52,0.13,0.65,0.52,0.65,Matches,2018-2019
476,Theo Walcott,eng ENG,"FW,MF",Everton,29,1989,37,24,2119,23.5,5,2,7,5,0,0,1,0,5.7,5.7,2.7,8.4,50,52,167,0.21,0.08,0.30,0.21,0.30,0.24,0.12,0.36,0.24,0.36,Matches,2018-2019
477,Kyle Walker,eng ENG,DF,Manchester City,28,1990,33,30,2779,30.9,1,1,2,1,0,0,3,0,0.8,0.8,1.9,2.7,83,220,92,0.03,0.03,0.06,0.03,0.06,0.03,0.06,0.09,0.03,0.09,Matches,2018-2019
478,Kyle Walker-Peters,eng ENG,DF,Tottenham,21,1997,6,4,376,4.2,0,3,3,0,0,0,1,0,0.3,0.3,0.5,0.8,15,13,17,0.00,0.72,0.72,0.00,0.72,0.08,0.11,0.19,0.08,0.19,Matches,2018-2019
479,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,20,1997,35,35,3134,34.8,0,3,3,0,0,0,4,1,0.5,0.5,2.1,2.6,100,159,119,0.00,0.09,0.09,0.00,0.09,0.01,0.06,0.07,0.01,0.07,Matches,2018-2019
480,Victor Wanyama,ke KEN,MF,Tottenham,27,1991,13,4,516,5.7,1,0,1,1,0,0,2,0,1.0,1.0,0.1,1.0,13,28,6,0.17,0.00,0.17,0.17,0.17,0.17,0.01,0.18,0.17,0.18,Matches,2018-2019
481,Danny Ward,eng ENG,FW,Cardiff City,26,1991,14,4,445,4.9,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,7,9,27,0.20,0.00,0.20,0.20,0.20,0.12,0.07,0.19,0.12,0.19,Matches,2018-2019
482,Joel Ward,eng ENG,DF,Crystal Palace,28,1989,7,6,552,6.1,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6,18,18,0.16,0.00,0.16,0.16,0.16,0.09,0.02,0.11,0.09,0.11,Matches,2018-2019
483,Stephen Ward,ie IRL,DF,Burnley,32,1985,3,3,228,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8,10,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,2018-2019
484,James Ward-Prowse,eng ENG,"MF,DF",Southampton,23,1994,26,21,1945,21.6,7,0,7,6,1,1,4,0,3.4,2.7,3.2,5.9,15,61,86,0.32,0.00,0.32,0.28,0.28,0.16,0.15,0.31,0.12,0.27,Matches,2018-2019
485,Danny Welbeck,eng ENG,"FW,MF",Arsenal,27,1990,8,1,153,1.7,1,1,2,1,0,0,0,0,0.8,0.8,0.3,1.1,6,10,11,0.59,0.59,1.18,0.59,1.18,0.47,0.18,0.65,0.47,0.65,Matches,2018-2019
486,Ashley Westwood,eng ENG,MF,Burnley,28,1990,34,31,2824,31.4,2,7,9,2,0,0,5,0,1.9,1.9,4.8,6.7,16,175,40,0.06,0.22,0.29,0.06,0.29,0.06,0.15,0.21,0.06,0.21,Matches,2018-2019
487,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,25,1993,6,0,67,0.7,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,0,0,1,0.00,1.34,1.34,0.00,1.34,0.50,0.43,0.92,0.50,0.92,Matches,2018-2019
488,Georginio Wijnaldum,nl NED,MF,Liverpool,27,1990,35,32,2725,30.3,3,0,3,3,0,0,3,0,3.0,3.0,1.8,4.8,47,168,67,0.10,0.00,0.10,0.10,0.10,0.10,0.06,0.16,0.10,0.16,Matches,2018-2019
489,Danny Williams,us USA,MF,Huddersfield,29,1989,5,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,2018-2019
490,Willian,br BRA,FW,Chelsea,29,1988,32,26,2097,23.3,3,6,9,3,0,0,2,0,4.2,4.2,5.4,9.6,143,141,283,0.13,0.26,0.39,0.13,0.39,0.18,0.23,0.41,0.18,0.41,Matches,2018-2019
491,Joe Willock,eng ENG,"MF,FW",Arsenal,18,1999,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,7,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,2018-2019
492,Ben Wilmot,eng ENG,"MF,DF",Watford,18,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019
493,Jack Wilshere,eng ENG,MF,West Ham,26,1992,8,4,392,4.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,8,20,10,0.00,0.23,0.23,0.00,0.23,0.04,0.14,0.17,0.04,0.17,Matches,2018-2019
494,Callum Wilson,eng ENG,FW,Bournemouth,26,1992,30,29,2528,28.1,14,9,23,13,1,2,3,0,13.4,11.9,5.4,17.2,49,44,197,0.50,0.32,0.82,0.46,0.78,0.48,0.19,0.67,0.42,0.61,Matches,2018-2019
495,Harry Winks,eng ENG,MF,Tottenham,22,1996,26,17,1597,17.7,1,0,1,1,0,0,4,0,1.0,1.0,0.3,1.3,56,124,19,0.06,0.00,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,Matches,2018-2019
496,Chris Wood,nz NZL,FW,Burnley,26,1991,38,29,2588,28.8,10,2,12,10,0,0,2,0,8.8,8.8,3.8,12.6,13,25,199,0.35,0.07,0.42,0.35,0.42,0.31,0.13,0.44,0.31,0.44,Matches,2018-2019
497,Granit Xhaka,ch SUI,"MF,DF",Arsenal,25,1992,29,29,2498,27.8,4,2,6,4,0,0,10,0,2.0,2.0,3.4,5.4,37,258,34,0.14,0.07,0.22,0.14,0.22,0.07,0.12,0.20,0.07,0.20,Matches,2018-2019
498,Andriy Yarmolenko,ua UKR,"MF,FW",West Ham,28,1989,9,5,459,5.1,2,0,2,2,0,0,2,0,1.1,1.1,0.8,1.8,18,22,28,0.39,0.00,0.39,0.39,0.39,0.21,0.15,0.36,0.21,0.36,Matches,2018-2019
499,DeAndre Yedlin,us USA,DF,Newcastle Utd,25,1993,29,28,2473,27.5,1,2,3,1,0,0,6,1,1.2,1.2,2.0,3.1,38,66,104,0.04,0.07,0.11,0.04,0.11,0.04,0.07,0.11,0.04,0.11,Matches,2018-2019
500,Maya Yoshida,jp JPN,DF,Southampton,29,1988,17,17,1518,16.9,0,1,1,0,0,0,0,0,1.9,1.9,0.5,2.4,1,34,4,0.00,0.06,0.06,0.00,0.06,0.11,0.03,0.14,0.11,0.14,Matches,2018-2019
501,Ashley Young,eng ENG,DF,Manchester Utd,33,1985,30,28,2569,28.5,2,2,4,2,0,0,10,2,0.5,0.5,3.1,3.6,71,155,124,0.07,0.07,0.14,0.07,0.14,0.02,0.11,0.13,0.02,0.13,Matches,2018-2019
502,Pablo Zabaleta,ar ARG,DF,West Ham,33,1985,26,23,2092,23.2,0,1,1,0,0,0,4,0,0.2,0.2,1.0,1.2,31,103,107,0.00,0.04,0.04,0.00,0.04,0.01,0.04,0.05,0.01,0.05,Matches,2018-2019
503,Wilfried Zaha,ci CIV,FW,Crystal Palace,25,1992,34,34,3036,33.7,10,5,15,10,0,0,10,2,5.7,5.7,4.8,10.6,182,141,355,0.30,0.15,0.44,0.30,0.44,0.17,0.14,0.31,0.17,0.31,Matches,2018-2019
504,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,22,1995,22,16,1517,16.9,0,0,0,0,0,0,2,1,0.8,0.8,0.2,1.0,34,112,20,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019
505,Davide Zappacosta,it ITA,DF,Chelsea,26,1992,4,1,128,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,3,6,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches,2018-2019
506,Oleksandr Zinchenko,ua UKR,DF,Manchester City,21,1996,14,14,1151,12.8,0,3,3,0,0,0,1,0,0.2,0.2,1.5,1.7,47,95,94,0.00,0.23,0.23,0.00,0.23,0.01,0.12,0.13,0.01,0.13,Matches,2018-2019
507,Kenneth Zohore,dk DEN,FW,Cardiff City,24,1994,19,7,753,8.4,1,1,2,1,0,0,1,0,1.7,1.7,1.1,2.8,10,5,57,0.12,0.12,0.24,0.12,0.24,0.20,0.13,0.33,0.20,0.33,Matches,2018-2019
508,Kurt Zouma,fr FRA,DF,Everton,23,1994,32,29,2612,29.0,2,2,4,2,0,0,5,2,1.5,1.5,0.4,1.8,23,105,4,0.07,0.07,0.14,0.07,0.14,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,26,1990,28,25,2184,24.3,5,1,6,5,0,0,7,0,3.1,3.1,2.1,5.2,46,92,86,0.21,0.04,0.25,0.21,0.25,0.13,0.09,0.21,0.13,0.21,Matches,2017-2018
2,Rolando Aarons,eng ENG,"MF,FW",Newcastle Utd,21,1995,4,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,3,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2017-2018
3,Tammy Abraham,eng ENG,FW,Swansea City,19,1997,31,15,1726,19.2,5,1,6,5,0,0,0,0,6.8,6.8,1.6,8.4,19,20,104,0.26,0.05,0.31,0.26,0.31,0.35,0.08,0.44,0.35,0.44,Matches,2017-2018
4,Charlie Adam,sct SCO,MF,Stoke City,31,1985,11,5,411,4.6,0,0,0,0,0,1,2,1,1.6,0.9,1.2,2.1,6,30,9,0.00,0.00,0.00,0.00,0.00,0.36,0.27,0.63,0.19,0.46,Matches,2017-2018
5,Adrián,es ESP,GK,West Ham,30,1987,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
6,Ibrahim Afellay,nl NED,MF,Stoke City,31,1986,6,1,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
7,Benik Afobe,cd COD,FW,Bournemouth,24,1993,17,5,611,6.8,0,0,0,0,0,0,0,0,1.6,1.6,0.1,1.8,12,9,37,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.30,0.27,0.30,Matches,2017-2018
8,Sergio Agüero,ar ARG,FW,Manchester City,29,1988,25,22,1963,21.8,21,6,27,17,4,4,2,0,16.2,13.1,5.6,18.7,89,49,214,0.96,0.28,1.24,0.78,1.05,0.75,0.26,1.00,0.60,0.86,Matches,2017-2018
9,Nathan Aké,nl NED,DF,Bournemouth,22,1995,38,37,3353,37.3,2,3,5,2,0,0,5,0,1.4,1.4,1.9,3.4,14,96,10,0.05,0.08,0.13,0.05,0.13,0.04,0.05,0.09,0.04,0.09,Matches,2017-2018
10,Marc Albrighton,eng ENG,"MF,FW",Leicester City,27,1989,34,30,2538,28.2,2,7,9,2,0,0,5,1,1.6,1.6,5.7,7.3,64,114,162,0.07,0.25,0.32,0.07,0.32,0.06,0.20,0.26,0.06,0.26,Matches,2017-2018
11,Toby Alderweireld,be BEL,DF,Tottenham,28,1989,14,13,1178,13.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,12,109,5,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,2017-2018
12,Trent Alexander-Arnold,eng ENG,DF,Liverpool,18,1998,19,18,1573,17.5,1,1,2,1,0,0,3,0,1.0,1.0,2.6,3.6,39,94,126,0.06,0.06,0.11,0.06,0.11,0.05,0.15,0.21,0.05,0.21,Matches,2017-2018
13,Joe Allen,wls WAL,MF,Stoke City,27,1990,36,36,3139,34.9,2,6,8,2,0,0,8,0,1.8,1.8,2.8,4.6,37,165,89,0.06,0.17,0.23,0.06,0.23,0.05,0.08,0.13,0.05,0.13,Matches,2017-2018
14,Dele Alli,eng ENG,"MF,FW",Tottenham,21,1996,36,34,2958,32.9,9,10,19,9,0,0,7,0,9.1,9.1,8.2,17.3,100,181,359,0.27,0.30,0.58,0.27,0.58,0.28,0.25,0.53,0.28,0.53,Matches,2017-2018
15,Marcos Alonso,es ESP,"DF,MF",Chelsea,26,1990,33,33,2855,31.7,7,2,9,7,0,0,6,0,4.1,4.1,2.8,7.0,78,103,261,0.22,0.06,0.28,0.22,0.28,0.13,0.09,0.22,0.13,0.22,Matches,2017-2018
16,Daniel Amartey,gh GHA,DF,Leicester City,22,1994,8,6,487,5.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,5,14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
17,Ethan Ampadu,wls WAL,DF,Chelsea,16,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
18,Nordin Amrabat,ma MAR,FW,Watford,30,1987,3,3,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,7,22,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches,2017-2018
19,Michail Antonio,jm JAM,"FW,MF",West Ham,27,1990,21,16,1354,15.0,3,1,4,3,0,0,1,0,2.4,2.4,1.0,3.4,47,29,117,0.20,0.07,0.27,0.20,0.27,0.16,0.07,0.23,0.16,0.23,Matches,2017-2018
20,Scott Arfield,ca CAN,"MF,FW",Burnley,28,1988,18,15,1333,14.8,2,1,3,2,0,0,3,0,1.3,1.3,0.4,1.6,16,32,47,0.14,0.07,0.20,0.14,0.20,0.08,0.02,0.11,0.08,0.11,Matches,2017-2018
21,Marko Arnautović,at AUT,"FW,MF",West Ham,28,1989,31,28,2313,25.7,11,6,17,11,0,0,5,1,8.6,8.6,4.3,13.0,76,52,232,0.43,0.23,0.66,0.43,0.66,0.34,0.17,0.50,0.34,0.50,Matches,2017-2018
22,Harry Arter,ie IRL,MF,Bournemouth,27,1989,13,11,960,10.7,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,14,68,8,0.09,0.00,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches,2017-2018
23,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,25,1992,28,19,1784,19.8,2,2,4,2,0,0,1,0,4.0,4.0,2.6,6.7,70,47,125,0.10,0.10,0.20,0.10,0.20,0.20,0.13,0.34,0.20,0.34,Matches,2017-2018
24,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,28,1989,13,12,1057,11.7,10,4,14,9,1,2,0,0,8.4,6.8,1.1,8.0,31,9,85,0.85,0.34,1.19,0.77,1.11,0.71,0.10,0.81,0.58,0.68,Matches,2017-2018
25,Serge Aurier,ci CIV,DF,Tottenham,24,1992,17,16,1429,15.9,2,2,4,2,0,0,3,1,0.8,0.8,2.6,3.4,32,67,152,0.13,0.13,0.25,0.13,0.25,0.05,0.16,0.21,0.05,0.21,Matches,2017-2018
26,Charlie Austin,eng ENG,FW,Southampton,28,1989,24,10,1037,11.5,7,0,7,6,1,1,2,0,7.1,6.3,0.8,7.1,5,18,67,0.61,0.00,0.61,0.52,0.52,0.62,0.07,0.68,0.55,0.61,Matches,2017-2018
27,André Ayew,gh GHA,"MF,FW",West Ham,27,1989,18,9,895,9.9,3,2,5,3,0,1,2,0,3.3,2.5,0.3,2.9,18,18,43,0.30,0.20,0.50,0.30,0.50,0.33,0.03,0.37,0.25,0.29,Matches,2017-2018
28,André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,12,10,950,10.6,0,2,2,0,0,0,3,0,1.9,1.9,1.3,3.2,16,24,53,0.00,0.19,0.19,0.00,0.19,0.18,0.13,0.30,0.18,0.30,Matches,2017-2018
29,Jordan Ayew,gh GHA,"FW,MF",Swansea City,25,1991,36,33,2852,31.7,7,2,9,6,1,1,2,1,7.3,6.5,2.0,8.5,76,50,232,0.22,0.06,0.28,0.19,0.25,0.23,0.06,0.29,0.20,0.27,Matches,2017-2018
30,César Azpilicueta,es ESP,DF,Chelsea,27,1989,37,37,3330,37.0,2,6,8,2,0,0,1,0,1.3,1.3,4.8,6.1,61,240,81,0.05,0.16,0.22,0.05,0.22,0.03,0.13,0.16,0.03,0.16,Matches,2017-2018
31,Eric Bailly,ci CIV,DF,Manchester Utd,23,1994,13,11,1001,11.1,1,0,1,1,0,0,2,0,1.1,1.1,0.2,1.3,3,26,0,0.09,0.00,0.09,0.09,0.09,0.10,0.01,0.11,0.10,0.11,Matches,2017-2018
32,Leighton Baines,eng ENG,DF,Everton,32,1984,22,22,1909,21.2,2,3,5,0,2,2,1,0,2.1,0.5,1.9,2.5,31,84,61,0.09,0.14,0.24,0.00,0.14,0.10,0.09,0.19,0.02,0.12,Matches,2017-2018
33,Tiemoué Bakayoko,fr FRA,MF,Chelsea,22,1994,29,24,2126,23.6,2,2,4,2,0,0,5,1,3.2,3.2,1.2,4.4,39,123,57,0.08,0.08,0.17,0.08,0.17,0.13,0.05,0.18,0.13,0.18,Matches,2017-2018
34,Sam Baldock,eng ENG,FW,Brighton,28,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
35,Beni Baningime,cd COD,MF,Everton,18,1998,8,1,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
36,Phil Bardsley,sct SCO,DF,Burnley,32,1985,13,13,1125,12.5,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,7,53,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03,Matches,2017-2018
37,Ross Barkley,eng ENG,MF,Chelsea,23,1993,2,2,129,1.4,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,7,4,13,0.00,0.00,0.00,0.00,0.00,0.53,0.07,0.60,0.53,0.60,Matches,2017-2018
38,Ashley Barnes,eng ENG,FW,Burnley,27,1989,36,21,2165,24.1,9,0,9,9,0,0,10,0,6.7,6.7,1.6,8.3,17,34,127,0.37,0.00,0.37,0.37,0.37,0.28,0.07,0.34,0.28,0.34,Matches,2017-2018
39,Harvey Barnes,eng ENG,"MF,FW",Leicester City,19,1997,3,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.64,0.64,0.64,Matches,2017-2018
40,Gareth Barry,eng ENG,MF,West Brom,36,1981,25,22,1923,21.4,1,1,2,1,0,0,4,0,1.6,1.6,1.4,3.0,20,126,23,0.05,0.05,0.09,0.05,0.09,0.07,0.07,0.14,0.07,0.14,Matches,2017-2018
41,Kyle Bartley,eng ENG,DF,Swansea City,26,1991,5,2,235,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,2,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.16,0.05,0.16,Matches,2017-2018
42,Michy Batshuayi,be BEL,FW,Chelsea,23,1993,12,3,360,4.0,2,1,3,2,0,0,0,0,1.1,1.1,0.1,1.2,9,8,32,0.50,0.25,0.75,0.50,0.75,0.28,0.02,0.30,0.28,0.30,Matches,2017-2018
43,Moritz Bauer,at AUT,"DF,MF",Stoke City,25,1992,15,15,1306,14.5,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,25,19,45,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08,Matches,2017-2018
44,Jan Bednarek,pl POL,DF,Southampton,21,1996,5,5,426,4.7,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0,14,0,0.21,0.00,0.21,0.21,0.21,0.03,0.00,0.03,0.03,0.03,Matches,2017-2018
45,Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018
46,Héctor Bellerín,es ESP,DF,Arsenal,22,1995,35,34,3051,33.9,2,3,5,2,0,0,5,0,2.2,2.2,3.9,6.2,84,134,333,0.06,0.09,0.15,0.06,0.15,0.07,0.12,0.18,0.07,0.18,Matches,2017-2018
47,Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,2017-2018
48,Christian Benteke,be BEL,FW,Crystal Palace,26,1990,31,24,2240,24.9,3,5,8,2,1,2,6,0,10.2,8.6,2.9,11.5,18,42,133,0.12,0.20,0.32,0.08,0.28,0.41,0.12,0.53,0.34,0.46,Matches,2017-2018
49,Saido Berahino,bi BDI,FW,Stoke City,23,1993,15,3,494,5.5,0,1,1,0,0,1,0,0,2.0,1.2,0.6,1.8,6,9,30,0.00,0.18,0.18,0.00,0.18,0.37,0.11,0.47,0.22,0.33,Matches,2017-2018
50,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,26,1990,35,32,2833,31.5,2,8,10,2,0,0,2,0,3.5,3.5,4.7,8.2,83,75,192,0.06,0.25,0.32,0.06,0.32,0.11,0.15,0.26,0.11,0.26,Matches,2017-2018
51,Ryan Bertrand,eng ENG,DF,Southampton,27,1989,35,35,3135,34.8,0,4,4,0,0,0,2,0,1.7,1.7,3.1,4.8,89,174,213,0.00,0.11,0.11,0.00,0.11,0.05,0.09,0.14,0.05,0.14,Matches,2017-2018
52,Muhamed Bešić,ba BIH,MF,Everton,24,1992,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,2017-2018
